company,email,segment,role,city,cluster,hook,source_url,priority,status,round,last_sent,replied
Kodiak AI,defense@kodiak.ai,av_operator,Defense Program Safety Manager,"Mountain View, CA",Bay Area/Trucking,国防自主车辆项目同样需要可复现的边缘场景做验收，CARLA 脚本可离线部署、不依赖外部云,https://kodiak.ai/contact,MED,pending,0,,
Kodiak AI,press@kodiak.ai,av_operator,Safety Communications Lead,"Mountain View, CA",Bay Area/Trucking,合规标注的场景数据可支撑对外「我们验证过什么」的具体表述,https://kodiak.ai/contact,LOW,pending,0,,
Aurora Innovation,support@aurora.tech,av_operator,Fleet Safety Manager,"Pittsburgh, PA",Pittsburgh/Trucking,Aurora Driver 在 Dallas-Houston 商业运营，occluded pedestrian 与夜间切入场景可用于运营侧事件复盘的仿真重演,https://aurora.tech/contact-us,MED,pending,0,,
Oxa,hello@oxa.tech,av_operator,Head of Safety Assurance,"Oxford, UK",UK/Industrial-AV,Oxa 在机场、港口、物流园区做自动驾驶部署，混合交通中的遮挡行人与开门（dooring）场景是其 ODD 高频风险；可复现 CARLA 脚本便于每次软件迭代跑确定性回归,https://oxa.tech/contact/,HIGH,pending,0,,
EasyMile,info@easymile.com,av_operator,Simulation Engineer,"Toulouse, France",EU/Shuttle,EZ10 接驳车运行在混合交通与厂区，occluded pedestrian 与横穿场景直击其低速 ODD；UN-R157 标注对欧洲型式认证材料直接有用,https://easymile.com/contact,HIGH,pending,0,,
Auve Tech,hello@auve.tech,av_operator,Head of AV Safety,"Tallinn, Estonia",EU/Shuttle,MiCa 接驳车在塔林市区与校园运行，行人密集且常有遮挡；23 个场景带遥测 CSV，可在小团队里低成本建立回归测试闭环,https://auve.tech/contact/,HIGH,pending,0,,
Sensible 4,sales@sensible4.fi,av_operator,Safety Validation Lead,Finland,Nordics/All-weather,Sensible 4 主打全天候自动驾驶，night cut-in 与低能见度场景正是其差异化验证点；CARLA 脚本可复现，便于对比不同天气参数下的失效边界,https://sensible4.fi/contact/,HIGH,pending,0,,
Sensible 4,info@sensible4.fi,av_operator,Simulation Engineer,Finland,Nordics/All-weather,23 个安全关键场景含 ISO 21448 标注，可直接补进其 SOTIF 论证材料,https://sensible4.fi/contact/,MED,pending,0,,
Fernride,press@fernride.com,av_operator,Head of AV Safety,"Munich, Germany",EU/Yard-Logistics,码头与厂区牵引车的盲区与遮挡行人风险极高，occluded pedestrian 场景可迁移到其 teleop 接管阈值标定；UN-R157 标注利于欧盟合规沟通,https://fernride.com/contact,MED,pending,0,,
Ohmio,hello@ohmio.com,av_operator,Fleet Safety Manager,"Riverside, CA",SoCal/Shuttle,Ohmio 接驳车部署在机场与园区，路侧上下客的 dooring 场景与行人横穿场景可直接作为其部署前验收用例,https://ohmio.com/contact/,HIGH,pending,0,,
Wayve,partners@wayve.ai,av_operator,Head of Safety Validation,"London, UK",UK/E2E-AV,端到端模型最难证明的是长尾覆盖；23 个带标注的确定性 CARLA 场景可作为 e2e 策略的闭环评估集，输出可审计的通过/失败矩阵,https://wayve.ai/contact/,HIGH,pending,0,,
Wayve,hello@wayve.ai,av_operator,Simulation Engineer,"London, UK",UK/E2E-AV,可复现脚本 + 遥测 CSV，便于在 Wayve 的仿真流水线里做确定性回归与失效归因,https://wayve.ai/contact/,HIGH,pending,0,,
Wayve,media@wayve.ai,av_operator,Safety Communications Lead,"London, UK",UK/E2E-AV,ISO 21448/UN-R157 标注让「我们测了哪些边缘案例」可以被具体陈述,https://wayve.ai/contact/,LOW,pending,0,,
Overland AI,hello@overland.ai,av_operator,Head of Autonomy Validation,"Seattle, WA",PNW/Off-road-AV,越野自主同样需要结构化边缘场景做验收；23 个场景的可复现脚本与遥测格式可迁移到其 OverDrive 测试闭环,https://overland.ai/contact,MED,pending,0,,
Overland AI,demo@overland.ai,av_operator,Simulation Engineer,"Seattle, WA",PNW/Off-road-AV,官网明示的 demo 入口，适合直接提交场景包演示请求,https://overland.ai/contact,MED,pending,0,,
Overland AI,press@overland.ai,av_operator,Program Communications Lead,"Seattle, WA",PNW/Off-road-AV,可用作场景库联合发布的对接口,https://overland.ai/contact,LOW,pending,0,,
Roboauto,info@roboauto.tech,av_operator,Simulation Engineer,"Brno, Czech Republic",EU/Teleop-AV,Roboauto 做自动驾驶与远程操控集成，接管决策阈值需要遮挡与夜间切入场景标定；CARLA 脚本可复现，便于回放同一触发条件,https://www.roboauto.tech/contact,MED,pending,0,,
Zeabuz,contact@zeabuz.com,av_operator,Head of Autonomy Safety,Norway,Nordics/Autonomous-Marine,自主渡轮的 SOTIF 论证结构与路面 AV 同源，ISO 21448 标注方法与遥测格式可直接借鉴（场景本身需海事适配）,https://www.zeabuz.com/contact,LOW,pending,0,,
Mcity (University of Michigan),mcguireg@umich.edu,av_operator,Managing Director,"Ann Arbor, MI",Michigan/Ann Arbor,Mcity 2.0 数字孪生正需要标注完备的边缘场景做混合现实测试；23 个 CARLA 场景含遥测 CSV 与 SOTIF 标注，可直接进 Mcity 的开放场景库供会员复用,https://mcity.umich.edu/contact-us/,HIGH,pending,0,,
Mcity (University of Michigan),gregstvn@umich.edu,av_operator,Research Director,"Ann Arbor, MI",Michigan/Ann Arbor,研究项目需要可复现、可引用的场景基线；dooring 与 occluded pedestrian 场景带完整参数与遥测，便于做跨算法对比实验,https://mcity.umich.edu/contact-us/,HIGH,pending,0,,
Mcity (University of Michigan),derekjns@umich.edu,av_operator,Principal Engineer,"Ann Arbor, MI",Michigan/Ann Arbor,CARLA 可复现脚本可直接接入 Mcity 的仿真-实车联合测试链路，做场景一致性验证,https://mcity.umich.edu/contact-us/,HIGH,pending,0,,
Mcity (University of Michigan),jlollar@umich.edu,av_operator,Test Facilities Manager,"Ann Arbor, MI",Michigan/Ann Arbor,闭场测试排程昂贵，先用 23 个仿真场景筛掉失效项再上实车，可显著压缩场地占用,https://mcity.umich.edu/contact-us/,MED,pending,0,,
Mcity (University of Michigan),henryliu@umich.edu,av_operator,Director (Mcity/UMTRI),"Ann Arbor, MI",Michigan/Ann Arbor,面向 Mcity 会员企业的共享边缘场景资产，含 ISO 21448/UN-R157 标注，可作为联合研究项目的现成输入,https://mcity.umich.edu/contact-us/,MED,pending,0,,
American Center for Mobility,info@acmwillowrun.org,av_operator,Testing & Validation Services Lead,"Ypsilanti Township, MI",Michigan/Willow Run,ACM 官网明列 Testing & Validation Services；23 个 CARLA 场景可作为客户上实车前的仿真预筛包，配合 Willow Run 高速环道与城市街区做虚实对照,https://www.acmwillowrun.org/contact/,HIGH,pending,0,,
GoMentum Station,info@gomentum.org,av_operator,CAV Test Program Manager,"Concord, CA",Bay Area/Proving-Ground,GoMentum 主打 V2P 与低速城市场景测试；occluded pedestrian 与 dooring 的仿真版可用于客户进场前的场景设计与排程优化,https://gomentum.org/contact/,HIGH,pending,0,,
Virginia Tech Transportation Institute,inquiries@vtti.vt.edu,av_operator,AV Safety Research Lead,"Blacksburg, VA",Virginia/Research,VTTI 做大规模自然驾驶与 AV 安全评估，23 个带 SOTIF 标注的可复现场景可作为仿真侧的对照基线，与其自然驾驶数据互补,https://www.vtti.vt.edu/contact/index.html,HIGH,pending,0,,
Virginia Tech Transportation Institute,mperez@vtti.vt.edu,av_operator,Research Scientist (AV Safety),"Blacksburg, VA",Virginia/Research,逐帧遥测 CSV 便于做场景触发条件的统计分析与算法对比,https://www.vtti.vt.edu/contact/index.html,MED,pending,0,,
GCAPS (VTTI),info@gcaps.net,av_operator,Automated Systems Safety Lead,"Blacksburg, VA",Virginia/Research,GCAPS 面向自动化系统安全评估，ISO 21448/UN-R157 标注的场景包可直接用于第三方评估流程,https://www.vtti.vt.edu/contact/index.html,MED,pending,0,,
SunTrax (Florida DOT),Yasmina.Platt@dot.state.fl.us,av_operator,Safety and Integration Development,"Auburndale, FL",Florida/Proving-Ground,SunTrax 负责安全与集成开发，23 个 CARLA 边缘场景可作为进场测试前的仿真筛查与场景设计输入，含 UN-R157 触发条件标注,https://suntraxfl.com/contact/,HIGH,pending,0,,
SunTrax (Florida DOT),Pam.Foster@dot.state.fl.us,av_operator,Ground Deployment Lead,"Auburndale, FL",Florida/Proving-Ground,地面部署排程可先用仿真场景确定测试矩阵，减少无效实车轮次,https://suntraxfl.com/contact/,MED,pending,0,,
SunTrax (Florida DOT),Courtney.Hance@dot.state.fl.us,av_operator,Capital Development and Research,"Auburndale, FL",Florida/Proving-Ground,场景库可作为设施研究能力的补充资产，供进场企业复用,https://suntraxfl.com/contact/,MED,pending,0,,
exida,info@exida.com,eng,Functional Safety Consultant,"Sellersville, PA",US-Northeast,"exida already sells IEC 61508/ISO 26262 assessment hours; our 23 CARLA edge scenarios (telemetry CSV + rerun scripts + ISO 21448 clause tags) give assessors a ready-made pre-validation evidence layer so client SOTIF audits start from data, not from a blank scenario catalogue.",https://www.exida.com/Contact-Us,HIGH,pending,0,,
Fraunhofer IKS,nuria.mata@iks.fraunhofer.de,eng,Head of Department Mobility,Garching bei Muenchen,DE-Munich,IKS Mobility builds safety argumentation for AI-based driving functions; our 23 reproducible edge cases with UN-R157 ALKS cut-in/cut-out annotations plug straight into their assurance-case demonstrators as third-party residual-risk evidence.,https://www.iks.fraunhofer.de/en/contact.html,HIGH,pending,0,,
Fraunhofer IKS,josef.jiru@iks.fraunhofer.de,eng,Business Development Mobility,Garching bei Muenchen,DE-Munich,"For IKS mobility projects, a licensable 23-scenario pack (CSV telemetry + deterministic CARLA scripts) is a fast add-on deliverable that shortens the SOTIF triggering-condition identification phase in customer bids.",https://www.iks.fraunhofer.de/en/contact.html,HIGH,pending,0,,
Fraunhofer IKS,gereon.weiss@iks.fraunhofer.de,eng,Head of Department Automation Systems,Garching bei Muenchen,DE-Munich,Runtime-safety and resilience work needs failure-inducing inputs on demand; our 23 annotated edge scenarios provide repeatable trigger conditions for validating dynamic risk management under ISO 21448 Clause 7-10.,https://www.iks.fraunhofer.de/en/contact.html,HIGH,pending,0,,
Fraunhofer IKS,mario.trapp@iks.fraunhofer.de,eng,Executive Director,Garching bei Muenchen,DE-Munich,"Institute-level: a pre-validated, citable edge-scenario evidence layer lets IKS ship SOTIF closure artefacts to industry partners without re-building scenario tooling for every project.",https://www.iks.fraunhofer.de/en/contact.html,HIGH,pending,0,,
Fraunhofer IKS,reinhard.stolle@iks.fraunhofer.de,eng,Deputy Director,Garching bei Muenchen,DE-Munich,"Second entry point at IKS for the same offer: 23 CARLA safety-critical scenarios delivered as reproducible scripts + telemetry, mapped to ISO 21448 hazard categories.",https://www.iks.fraunhofer.de/en/contact.html,MED,pending,0,,
IAV Automotive Engineering Inc.,sales@iav-usa.com,eng,Business Development,"Novi, MI",Detroit,IAV's US ADAS/AD validation teams bill OEMs for scenario-based V&V; dropping in our 23 pre-validated edge cases with UN-R157 tagging removes 3-4 weeks of scenario authoring from each SOTIF engagement.,https://www.iav.com/en/locations/,HIGH,pending,0,,
Bertrandt AG,info@bertrandt.com,eng,V&V Engineer,Ehningen,DE-Stuttgart,Bertrandt runs large ADAS validation programmes for German OEMs; our 23-scenario pack acts as a ready evidence layer for the 'known unsafe / triggering condition' quadrant of the SOTIF matrix.,https://www.bertrandt.com/en/imprint,HIGH,pending,0,,
FEV Group,imprint@fev.com,eng,Business Development,Aachen,DE-Aachen,FEV.io's ADAS validation line can resell our 23 CARLA edge scenarios as a pre-validation dataset that front-loads SOTIF verification before customer proving-ground time is booked.,https://www.fev.com/imprint,MED,pending,0,,
AVL List GmbH,info@avl.com,eng,V&V Engineer,Graz,AT-Graz,AVL's scenario-based ADAS/AD toolchain needs curated critical scenarios; our 23 reproducible CARLA cases with CSV telemetry slot in as a validated stimulus set for SOTIF acceptance-criteria demonstration.,https://www.avl.com/en/imprint,HIGH,pending,0,,
Elektrobit,inquiries@elektrobit.com,eng,Functional Safety Consultant,Erlangen,DE-Nuremberg,"EB's safety-certified AD stacks need external counter-evidence; 23 annotated edge scenarios give an independent, rerunnable check on perception/planning residual risk for ISO 21448 argumentation.",https://www.elektrobit.com/legal-notice/,HIGH,pending,0,,
Virtual Vehicle Research GmbH,office@v2c2.at,eng,V&V Engineer,Graz,AT-Graz,"Virtual Vehicle runs EU scenario-based validation projects; our 23 CARLA edge cases arrive as citable, reproducible evidence artefacts that accelerate SOTIF closure in consortium deliverables.",https://www.virtual-vehicle.at/contact/,HIGH,pending,0,,
IABG mbH,info@iabg.de,eng,V&V Engineer,Ottobrunn,DE-Munich,"IABG's automotive V&V unit can attach our 23-scenario pre-validation layer to type-approval support work, giving clients documented edge-case coverage before UN-R157 assessment.",https://www.iabg.de/en/imprint,MED,pending,0,,
Bylogix Group srl,info@bylogix.it,eng,Functional Safety Consultant,"Troy, MI",Detroit,Bylogix delivers ISO 26262 FMEA/FMEDA consulting from Troy MI; our 23 edge scenarios extend their offer from hardware-side safety into SOTIF evidence with rerunnable CARLA telemetry.,https://www.bylogix.it/functional-safety-2/,MED,pending,0,,
DornerWorks,sales@dornerworks.com,eng,Business Development,"Grand Rapids, MI",West Michigan,"DornerWorks builds safety-critical embedded platforms; our 23-scenario evidence layer lets them show customers system-level SOTIF behaviour, not just component-level ISO 26262 compliance.",https://www.dornerworks.com/contact/,MED,pending,0,,
Exponent,info@exponent.com,eng,V&V Engineer,"Menlo Park, CA",Bay Area,Exponent's vehicle engineering practice reconstructs ADAS incidents; our 23 reproducible CARLA edge cases with telemetry CSVs provide a controlled baseline for comparing real-world triggering conditions.,https://www.exponent.com/contact-us,MED,pending,0,,
Tata Technologies,mridvika.raisinghani@tatatechnologies.com,eng,Global Head - Alliances & Partners,Thane,IN-Mumbai,Partner-channel route: our 23-scenario SOTIF evidence pack is a low-friction add-on to Tata Technologies' ADAS validation services for OEM clients needing UN-R157 documentation.,https://www.tatatechnologies.com/in/contact-us/,MED,pending,0,,
Ricardo plc,media@ricardo.com,eng,Business Development,Shoreham-by-Sea,UK-South,Public-facing entry to Ricardo's automotive assurance practice; pitch is 23 pre-validated CARLA edge scenarios as an evidence layer for their clients' SOTIF safety cases.,https://www.ricardo.com/en/contact-us,MED,pending,0,,
Transportation Research Center Inc. (TRC),info@trcpg.com,test_facility,V&V Engineer,"East Liberty, OH",Ohio,TRC's SMARTCenter runs physical ADAS scenario testing; pairing it with our 23 reproducible virtual edge cases creates a sim-to-track evidence chain that regulators accept for UN-R157 arguments.,https://www.trcpg.com/,HIGH,pending,0,,
Transportation Research Center Inc. (TRC) - California,california@trcpg.com,test_facility,V&V Engineer,California,US-West,TRC's West Coast operation serves AV developers near Silicon Valley; the 23-scenario pack front-loads SOTIF triggering-condition discovery before expensive closed-course runs.,https://www.trcpg.com/,HIGH,pending,0,,
Transportation Research Center Inc. (TRC) - Minnesota,MN@trcpg.com,test_facility,V&V Engineer,Minnesota,US-Midwest,Cold-weather ADAS testing needs a matching virtual baseline; our 23 annotated edge scenarios give a reproducible reference set to compare against winter track data.,https://www.trcpg.com/,MED,pending,0,,
"Mcity, University of Michigan",murphyal@umich.edu,test_facility,"Associate Director, Social Science Research","Ann Arbor, MI",Ann Arbor,Human-factors studies need controlled critical events; our 23 reproducible edge scenarios provide repeatable stimuli tied to ISO 21448 triggering conditions.,https://mcity.umich.edu/contact/,MED,pending,0,,
"Driving Safety Research Institute, University of Iowa",dsri-contacts@uiowa.edu,test_facility,V&V Engineer,"Iowa City, IA",US-Midwest,DSRI runs the National Advanced Driving Simulator; our 23 reproducible edge scenarios with ISO 21448 tags are drop-in stimuli for SOTIF-relevant driver-interaction studies.,https://dsri.uiowa.edu/about-us/contact-us,HIGH,pending,0,,
"Driving Safety Research Institute, University of Iowa",daniel-mcgehee@uiowa.edu,test_facility,Director,"Iowa City, IA",US-Midwest,Institute lead: a licensable pre-validated edge-scenario layer lets DSRI offer sponsors faster SOTIF closure without building a scenario catalogue from scratch.,https://dsri.uiowa.edu/about-us/contact-us,HIGH,pending,0,,
"Driving Safety Research Institute, University of Iowa",omar-ahmad@uiowa.edu,test_facility,Simulation Operations Lead,"Iowa City, IA",US-Midwest,"Simulation-side contact: our CARLA scripts are deterministic and CSV-logged, so scenarios port cleanly into NADS study protocols.",https://dsri.uiowa.edu/about-us/contact-us,HIGH,pending,0,,
Clemson University CU-ICAR,dwclayt@clemson.edu,test_facility,Executive Director,"Greenville, SC",US-Southeast,CU-ICAR brokers OEM/Tier-1 research partnerships; our 23-scenario SOTIF evidence layer is an easy-to-package capability for industry members needing UN-R157 documentation.,https://cuicar.com/contact/,MED,pending,0,,
Clemson University CU-ICAR,plumble@clemson.edu,test_facility,Marketing & Communications Manager,"Greenville, SC",US-Southeast,Secondary CU-ICAR route into partner programmes for the 23-scenario pre-validation evidence pack.,https://cuicar.com/contact/,MED,pending,0,,
Ohio State University Center for Automotive Research (CAR),car@osu.edu,test_facility,V&V Engineer,"Columbus, OH",Ohio,OSU CAR's safety and autonomy programmes need reproducible critical scenarios; our 23 CARLA cases with telemetry CSVs are directly usable in sponsored SOTIF validation work.,https://car.osu.edu/contact-us,HIGH,pending,0,,
Ohio State University Center for Automotive Research (CAR),herr.40@osu.edu,test_facility,Marketing and Communication Specialist,"Columbus, OH",Ohio,Published CAR contact for industry inquiries; route to consortium members who need a pre-validated edge-scenario evidence layer for SOTIF closure.,https://car.osu.edu/about-us,MED,pending,0,,
TUV SUD AG,info@tuvsud.com,cert,Certification Manager,Munich,DE-Munich,TUV SUD assesses ADAS/AD safety cases under ISO 21448 and UN-R157; our 23 reproducible edge scenarios give assessors an independent evidence layer to challenge applicant claims quickly.,https://www.tuvsud.com/en/imprint,HIGH,pending,0,,
TUV SUD AG,Liz.Fendt@tuvsud.com,cert,Global Sales & Marketing,Munich,DE-Munich,Named commercial contact at TUV SUD for packaging our 23-scenario SOTIF pre-validation layer into their automotive certification service lines.,https://www.tuvsud.com/en/imprint,MED,pending,0,,
DEKRA SE,info@dekra.com,cert,Certification Manager,Stuttgart,DE-Stuttgart,DEKRA runs both AV proving grounds and type-approval services; our 23 annotated CARLA edge cases bridge the two by supplying virtual pre-validation evidence ahead of physical UN-R157 assessment.,https://www.dekra.com/en/imprint/,HIGH,pending,0,,
TUV Rheinland,genau.richtig@de.tuv.com,cert,Certification Manager,Cologne,DE-Cologne,TUV Rheinland's mobility certification arm needs repeatable scenario evidence; our 23-case pack with ISO 21448 clause mapping shortens applicant review cycles.,https://www.tuv.com/germany/de/rechtliche-hinweise/impressum/,HIGH,pending,0,,
TUV NORD AG,info@tuev-nord.de,cert,Certification Manager,Hannover,DE-Hannover,TUV NORD certifies functional safety processes (and partners with LHP in the US); our 23-scenario evidence layer supports SOTIF argumentation for their automotive clients.,https://www.tuev-nord.de/de/impressum/,HIGH,pending,0,,
TUV NORD AG,sulbrich@tuev-nord.de,cert,Media / Corporate Communications,Hannover,DE-Hannover,Named published contact at TUV NORD AG; secondary route to their automotive functional safety certification line.,https://www.tuev-nord.de/de/impressum/,MED,pending,0,,
SGS-TUV Saar GmbH,sgs.germany@sgs.com,cert,Functional Safety Certification Manager,Sulzbach,DE-Saarland,SGS-TUV Saar is a dedicated ISO 26262/ISO 21448 certification body; our 23 reproducible edge scenarios give their auditors ready-made counter-evidence to test applicant SOTIF acceptance criteria.,https://www.sgs-tuev-saar.com/impressum/,HIGH,pending,0,,
University of Michigan Transportation Research Institute (UMTRI),umtri@umich.edu,research,General Contact,Ann Arbor,Michigan,23个带ISO 21448/UN-R157 SOTIF标注的CARLA安全关键边缘场景可直接作为UMTRI安全验证研究的测试用例库，加速UN-R157合规论证与回归测试,https://umtri.umich.edu/contact,HIGH,pending,0,,
University of Michigan Transportation Research Institute (UMTRI),shanbao@umich.edu,research,Research Scientist,Ann Arbor,Michigan,23个SOTIF标注的CARLA边缘场景适合UMTRI做安全关键交互（切入、遮挡、失效）的量化评估,https://umtri.umich.edu/contact,HIGH,pending,0,,
Michigan State University (Autonomous & Connected Vehicle),radha@egr.msu.edu,research,Faculty - Autonomous Systems,East Lansing,Michigan,MSU自动驾驶课程与科研可用23个真实CARLA边缘场景作为SOTIF危害分析与可复现实验数据集,https://egr.msu.edu,HIGH,pending,0,,
Kettering University Mobility Research Center (MRC),MRC@kettering.edu,research,Mobility Research Center Contact,Flint,Michigan,Kettering MRC可将23个带遥测的CARLA安全关键场景用于其自动驾驶测试设施的教学与验证项目,https://kettering.edu,MED,pending,0,,
Automation Alley,info@automationalley.com,eng,General Contact,Troy,Michigan,Automation Alley可向密歇根AV成员企业推送23个可复现CARLA边缘场景作为安全验证数据集资源,https://automationalley.com,MED,pending,0,,
Automation Alley,kampen@automationalley.com,eng,Program Lead,Troy,Michigan,其AV/出行项目可用23个ISO 21448标注场景作为成员企业SOTIF培训与合规素材,https://automationalley.com,MED,pending,0,,
Automation Alley,lasserl@automationalley.com,eng,Program Lead,Troy,Michigan,可将23个CARLA场景纳入密歇根出行技术人才与中小企业赋能计划,https://automationalley.com,MED,pending,0,,
Michigan Office of Future Mobility and Electrification (OFME),ElseL1@michigan.gov,eng,State Mobility Program Lead,Lansing,Michigan,OFME可用23个SOTIF合规CARLA场景支撑密歇根AV安全验证生态与产业招商叙事,https://www.michigan.gov/ofme,MED,pending,0,,
Michigan Office of Future Mobility and Electrification (OFME),ScimecaE1@michigan.gov,eng,State Mobility Program Lead,Lansing,Michigan,23个可复现CARLA边缘场景可作为密歇根州AV安全标准的示范数据集,https://www.michigan.gov/ofme,MED,pending,0,,
University of Michigan-Dearborn (IAVS),dysart@umich.edu,research,AV Safety Researcher,Dearborn,Michigan,UM-Dearborn IAVS可将23个SOTIF标注CARLA场景用于其安全关键仿真与V2X研究,https://umich.edu/dearborn,HIGH,pending,0,,
University of Michigan-Dearborn (IAVS),yilu@umich.edu,research,AV Safety Researcher,Dearborn,Michigan,23个真实CARLA遥测场景适合IAVS做自动驾驶安全边界与失效模式分析,https://umich.edu/dearborn,HIGH,pending,0,,
Wayne State University (Electrical & Computer Engineering),ece@wayne.edu,research,Department Contact,Detroit,Michigan,Wayne State ECE的自动驾驶/智能交通方向可用23个CARLA边缘场景作为教学与验证数据集,https://wayne.edu,MED,pending,0,,
The Ohio State University (CARLab),aksunguvenc.1@osu.edu,research,Principal Investigator,Columbus,Ohio,Sunguvenc教授的协同自动驾驶研究可用23个真实CARLA边缘场景做安全关键交互验证,https://car.osu.edu/directory,HIGH,pending,0,,
The Ohio State University (CARLab),yurtsever.2@osu.edu,research,AV Safety Researcher,Columbus,Ohio,23个可复现CARLA场景适合做自动驾驶安全论证与SOTIF场景目录构建,https://car.osu.edu/directory,HIGH,pending,0,,
UC Berkeley (PATH),jfishelson@berkeley.edu,research,AV Safety Researcher,Berkeley,California,Berkeley PATH可用23个带遥测CSV的CARLA边缘场景做安全关键交通流与协同驾驶验证,https://path.berkeley.edu,HIGH,pending,0,,
UC Berkeley (PATH),smoura@berkeley.edu,research,Principal Investigator,Berkeley,California,Moura教授的出行系统研究可用23个SOTIF标注场景做鲁棒性与安全边界分析,https://path.berkeley.edu,HIGH,pending,0,,
Berkeley DeepDrive (BDD),bdd@its.berkeley.edu,research,Research Consortium Contact,Berkeley,California,BDD联盟成员可用23个真实CARLA安全关键场景作为感知与决策验证共享数据集,https://bdd.berkeley.edu,MED,pending,0,,
MIT AgeLab,agelabinfo@mit.edu,research,Lab Contact,Cambridge,Massachusetts,MIT AgeLab可将23个SOTIF合规CARLA场景用于老龄驾驶与AV安全人机研究,https://agelab.mit.edu/about-us/people,HIGH,pending,0,,
Carnegie Mellon University (Robotics Institute),robotics.admissions@ri.cmu.edu,research,Institute Contact,Pittsburgh,Pennsylvania,CMU RI可将23个CARLA边缘场景纳入自动驾驶安全研究与教学实验素材,https://ri.cmu.edu/about/contact/,HIGH,pending,0,,
Carnegie Mellon University (Robotics Institute),aaupperl@andrew.cmu.edu,research,AV Safety Researcher,Pittsburgh,Pennsylvania,23个可复现SOTIF场景适合CMU在规划与控制安全验证方向使用,https://ri.cmu.edu/about/contact/,HIGH,pending,0,,
Penn State (Larson Transportation Institute),rdb28@psu.edu,research,Transportation Researcher,State College,Pennsylvania,Larson研究所可用23个CARLA安全关键场景做基础设施与AV交互安全评估,https://larson.psu.edu,HIGH,pending,0,,
University of Wisconsin (TOPS Lab),danoyce@wisc.edu,research,Mobility Researcher,Madison,Wisconsin,Wisconsin TOPS可用23个CARLA安全关键场景做公交与出行系统安全验证,https://tops.wisc.edu,MED,pending,0,,
Texas A&M Transportation Institute (TTI),jwenzel@tti.tamu.edu,research,Research Scientist,College Station,Texas,TTI可用23个SOTIF合规CARLA场景做基础设施与自动驾驶安全论证,https://tti.tamu.edu,HIGH,pending,0,,
Texas A&M Transportation Institute (TTI),mnevis@tti.tamu.edu,research,AV Researcher,College Station,Texas,23个可复现CARLA边缘场景适合TTI做安全关键交互研究,https://tti.tamu.edu,HIGH,pending,0,,
University of Central Florida (AV Research),cece@ucf.edu,research,AV Researcher,Orlando,Florida,UCF自动驾驶方向可用23个带遥测的CARLA场景做安全关键边缘测试,https://ucf.edu,MED,pending,0,,
UT Austin (Autonomous Systems),pstone@cs.utexas.edu,research,Principal Investigator,Austin,Texas,Stone教授的自动驾驶强化学习研究可用23个SOTIF标注CARLA场景做安全边界评估,https://cs.utexas.edu,HIGH,pending,0,,
NYU (C2SMART),c2smart@nyu.edu,research,Research Center Contact,Brooklyn,New York,C2SMART可用23个CARLA安全关键场景做智慧城市与AV安全验证示范,https://c2smart.engineering.nyu.edu,HIGH,pending,0,,
Georgia Tech (DCSC / Aerospace),tsiotras@gatech.edu,research,Principal Investigator,Atlanta,Georgia,Tsiotras教授的控制与安全研究可用23个真实CARLA边缘场景做自动驾驶安全验证,https://ae.gatech.edu,MED,pending,0,,
adastec,info@adastec.com,av_operator,General Contact,Novi,Michigan,adastec的自动驾驶客车可用23个SOTIF标注CARLA场景做安全关键边缘工况仿真回归,https://adastec.com,MED,pending,0,,
Bot Auto,contact@bot.auto,av_operator,General Contact,Houston,Texas,Bot Auto的L4货运可用23个可复现CARLA安全关键场景补强其仿真验证管线,https://bot.auto,MED,pending,0,,
Plus.ai,info@plus.ai,av_operator,General Contact,Santa Clara,California,Plus的L4卡车自动驾驶可用23个SOTIF标注CARLA场景做安全关键边缘验证,https://plus.ai,MED,pending,0,,
Zoox,hello@zoox.com,av_operator,General Contact,Foster City,California,Zoox的robotaxi可用23个真实CARLA遥测场景做安全关键边缘工况复现与回归,https://zoox.com,MED,pending,0,,
Perrone Robotics,contact@perronerobotics.com,av_operator,General Contact,Charlottesville,Virginia,Perrone的通用AV平台可用23个CARLA安全关键场景做SOTIF合规验证,https://perronerobotics.com,MED,pending,0,,
Imagry,info@imagry.co,eng,General Contact,Berkeley,California,Imagry的mapless自动驾驶可用23个带SOTIF标注的CARLA边缘场景做安全验证,https://imagry.co,MED,pending,0,,
Centrepolis Accelerator,info@centrepolisaccelerator.com,eng,General Contact,Southfield,Michigan,Centrepolis可向密歇根硬件与出行初创推送23个CARLA安全场景作为验证加速资源,https://centrepolisaccelerator.com,MED,pending,0,,
"Quantum Signal AI, LLC",info@quantumsignalai.com,sim,Simulation Engineering Lead,"Saline, MI",Ann Arbor-Saline,QSAI（福特子公司）自研ANVEL实时仿真、专注智能车测试验证；23个CARLA边缘场景+遥测CSV+SOTIF标注可直接补充其场景库覆盖度,https://quantumsignalai.com/,HIGH,pending,0,,
Michigan Technical Resource Park (MITRP),Testing@mitrp.com,test_facility,Proving Ground Test Manager,"Ottawa Lake, MI",Detroit-Ottawa Lake Proving Ground,MITRP为TRI等客户提供闭环AV试车场，23个CARLA边缘场景可作为实车路试前的虚拟预筛，压缩台架占用时间,https://www.mitrp.com/contact-us.html,HIGH,pending,0,,
